outcome,policy,h,theta_A,P_A,lo,hi,se_theta_A,ci_theta_lo,ci_theta_hi,im_lo,im_hi,lam_star
ip,1,18,1.2836902356864837,0.6691729323308271,-6.101251687114703,4.341597135485447,1.003422027158726,0.09908606171559642,3.466261074376952,-8.505060060148388,5.85218089177533,3.880245485143235
ip,1,19,1.1185821026723055,0.6691729323308271,-6.323847383580153,4.344361135438288,1.0222264426168104,-0.09389197112707448,3.326837635655697,-8.74092122313668,5.913206166962945,3.3811686285321962
ip,1,20,0.9085884370515784,0.6691729323308271,-6.493904404979936,4.300640191079063,1.0298259289220428,-0.24439932162039169,3.160251217952954,-8.875967689155654,5.916872229931726,2.7464150483604532
ip,1,21,0.6431322070477377,0.6691729323308271,-6.845935671784986,4.261075569354759,1.009522314069149,-0.6356481066038475,2.7699748457507787,-9.253220624686657,5.924583491378799,1.94401326221248
ip,1,22,0.5163905628924181,0.6691729323308271,-6.967161869169102,4.297774663177668,1.0067636342591537,-0.8250272573432818,2.5242599453282337,-9.363916668108992,5.997503536761408,1.5609078378339003
ip,1,23,-0.21279453592690142,0.6691729323308271,-7.464124761255475,3.8574688710896408,0.948762158715675,-1.684704182010492,1.4846801559459049,-9.770175699933544,5.611602033097538,0.6432198472335884
ip,1,24,0.32169402789435736,0.6691729323308271,-7.188518466508993,4.301956471075571,1.1766292438151655,-1.2942487357156165,2.5767849889114163,-9.627325811480771,6.142746618117335,0.972393311589762
ip,-1,1,-0.3893876077856613,0.593984962406015,-2.094417325575747,0.8185219045821029,0.14196471155704965,-0.6059576056279468,-0.14698992680423972,-2.611505921895926,1.2107814613109926,0.9590472562128322
ip,-1,2,-0.20460479359135184,0.593984962406015,-2.7612478253290385,0.9538750236157028,0.24388215856374457,-0.5047399981886449,0.27506541828221226,-3.518173214338639,1.4099408162528166,0.5039340286601812
ip,-1,3,-0.36626168900518186,0.593984962406015,-3.2397339818223907,1.0433400315222214,0.26154652630597225,-0.7511718354407236,0.07855534474176162,-4.100760624767299,1.5724869739823113,0.9020889747720218
ip,-1,4,-0.4568075432905538,0.593984962406015,-3.8268691656152365,1.317273773581135,0.4000864082325595,-1.0779506923937587,0.16361494799423337,-4.8604374960942005,1.982034309351075,1.125100060326734
ip,-1,5,-0.5033104636725979,0.593984962406015,-4.9589768804605745,1.5025273283772105,0.4723523733308038,-1.1529972893095644,0.35150555428832586,-6.309232451920282,2.2927942356577993,1.2396350308973243
ip,-1,6,-0.37907790075970393,0.593984962406015,-5.66241869873999,1.7840665163281817,0.4934755842411044,-1.1669623219860608,0.4097157775510325,-7.285420495952302,2.6432075124664474,0.9336548296489002
ip,-1,7,-0.24875192731200763,0.593984962406015,-5.936122835555039,2.0632978649591696,0.49372020341729794,-1.0167251322685398,0.5746237301798512,-7.689215738269882,2.9785288866538453,0.6126667839351297
ip,-1,8,-0.21949066795234365,0.593984962406015,-6.623524183476492,2.2849559387404192,0.5477982823757919,-0.9801803540674403,0.770250794401242,-8.596838128124167,3.297663777838208,0.5405973858826241
ip,-1,9,-0.3219487773786646,0.593984962406015,-7.226924628094504,2.44648791581463,0.5664116966284714,-1.1503756130871028,0.6969360418477043,-9.358308471379491,3.5546177298823283,0.792947914654859
ip,-1,10,-0.7143364743028362,0.593984962406015,-7.878792454579321,2.6163580068640804,0.5939491581142478,-1.701831599005604,0.2537059040713805,-10.097302072881057,3.8655041278527316,1.7593842793014296
ip,-1,11,-0.9808515389945933,0.593984962406015,-8.345795628552986,2.5786642962795026,0.6965533439710897,-2.360572452116209,-0.1207231539646565,-10.669691312812605,3.9194403728565996,2.415801012708905
ip,-1,12,-1.4150155534151372,0.593984962406015,-8.823369150131962,2.453118853132633,0.8093341080394693,-3.1994309651845447,-0.4920394798757495,-11.185873410473022,3.9213846150332605,3.485130900078022
ip,-1,13,-1.815523115936102,0.593984962406015,-9.27906491518063,2.446027375058621,0.9383610641330925,-3.9629736565054214,-0.9022264997990259,-11.701807867368837,4.045100997495814,4.471566192953732
ip,-1,14,-1.9975584084824778,0.593984962406015,-9.781859797307957,2.47670527439113,1.0957268530407271,-4.575429227876279,-0.960446052238773,-12.328809631964507,4.204065063934309,4.919912376447583
ip,-1,15,-2.072233861967104,0.593984962406015,-10.055218061194946,2.586433482338844,1.2522321324904224,-4.9830305004789865,-0.8084471585272763,-12.701736370147618,4.442824108078152,5.103835252622681
ip,-1,16,-2.269378645612528,0.593984962406015,-10.204841198322935,2.7363077255511317,1.2826797948234079,-5.259985800215253,-1.0297958053499108,-12.832911719875005,4.6796682566497925,5.589395553082706
ip,-1,17,-2.2361107131870215,0.593984962406015,-10.456308576545823,2.741284189594519,1.2461927132706418,-5.211104590144196,-1.031027443044342,-13.129397814064292,4.6927806208074845,5.507457867664329
ip,-1,18,-2.1247223127316697,0.593984962406015,-10.65858098964088,2.894903652457188,1.2152985029074268,-4.975344096478782,-0.9017594641589017,-13.381360533636265,4.869918803144942,5.233112362839111
ip,-1,19,-2.0874920414202305,0.593984962406015,-10.795001258646069,3.0509715000799926,1.2020352754746373,-5.04266157660462,-0.9096119562032632,-13.523041985785058,5.06924273619403,5.141415583497974
ip,-1,20,-1.736603321100272,0.593984962406015,-10.532538696553774,3.4774021621610975,1.2888681318333752,-4.827876898664754,-0.4030925959559646,-13.265043246719863,5.5675244773625145,4.277189661228447
ip,-1,21,-1.884641317926337,0.593984962406015,-10.857283567479392,3.5581991071913377,1.2816525787545783,-4.973716492254886,-0.5654956338183017,-13.638045542758816,5.701180247196536,4.641801764522274
ip,-1,22,-2.0888014261196175,0.593984962406015,-10.924843055001489,3.6956064869804894,1.3512330251569182,-5.427401036593382,-0.8447247829818281,-13.693632661568987,5.928340510657346,5.144640549516835
ip,-1,23,-2.1324845815832165,0.593984962406015,-10.994213462451834,3.6997697625067207,1.426790843673119,-5.631184998501654,-0.7915339232414671,-13.805279967639184,5.981923470194458,5.252230543529032
ip,-1,24,-2.2235699924954746,0.593984962406015,-11.13199227959407,3.7811773202497276,1.4811816459144171,-5.817579710114872,-0.8542438794189171,-13.973654841547415,6.139498588907914,5.476570537072186
unrate,1,1,-0.05640166621014383,0.6691729323308271,-0.18768448867614226,0.13036062410581303,0.028402301549983248,-0.11392001048238347,-0.023091191253759524,-0.23580891109793528,0.19394883133576335,0.17048685468066205
